zn,indus,chas,nox,rm,age,dis,rad,tax,ptratio,b,lstat,Target
1.6346429945621965,-1.287909498957745,-0.27259856706992697,-0.14421743255530314,0.4666310356592249,-0.12001341619804987,0.44390676334608303,-2.3146740654442883,-0.6666082090210984,-1.4088738853433345,1.0912766496243123,-1.0889333155477081,24.0
-0.6001165811043874,-0.5933810131002402,-0.27259856706992697,-0.7402622069004932,0.19903890391025159,0.36716641853177445,0.7969496490905111,-1.4489334559333238,-0.9873294849630003,-0.5186919431567715,1.0912766496243123,-0.49542325658401104,21.6
-0.6001165811043874,-0.5933810131002402,-0.27259856706992697,-0.7402622069004932,1.5265738951843788,-0.2658117608982163,0.7969496490905111,-1.4489334559333238,-0.9873294849630003,-0.5186919431567715,0.4803147299772157,-1.2244704684360521,34.7
-0.6001165811043874,-1.3068777139076349,-0.27259856706992697,-0.8352838375932041,1.2016405923463405,-0.8098885106329836,1.1446108665887478,-0.9095511891513748,-1.1061151427192604,-0.0764433432713194,0.7347164803801178,-1.3799815175395211,33.4
-0.6001165811043874,-1.3068777139076349,-0.27259856706992697,-0.8352838375932041,1.460544667869698,-0.5111797068570327,1.1446108665887478,-0.9095511891513748,-1.1061151427192604,-0.0764433432713194,1.0912766496243123,-1.0389985750098971,36.2
-0.6001165811043874,-1.3068777139076349,-0.27259856706992697,-0.8352838375932041,0.21467740511635947,-0.3511571334056307,1.1446108665887478,-0.9095511891513748,-1.1061151427192604,-0.0764433432713194,0.6602067717338566,-1.0561190574800037,28.7
1.58446230164522,-0.47665353648553344,-0.27259856706992697,-0.26515405343693593,-0.5116440953451403,-0.07022861556872506,0.9957945421968541,-0.2413621049618535,-0.5775189657039035,-1.4357461279628434,0.8819784410496583,-0.026036695528587384,22.9
1.58446230164522,-0.47665353648553344,-0.27259856706992697,-0.26515405343693593,-0.23362629612542735,0.978808254834911,1.1128299641468828,-0.2413621049618535,-0.5775189657039035,-1.4357461279628434,1.0912766496243123,0.9327103227973844,27.1
1.58446230164522,-0.47665353648553344,-0.27259856706992697,-0.26515405343693593,-1.17367397973708,1.1174944851594597,1.1501964485172964,-0.2413621049618535,-0.5775189657039035,-1.4357461279628434,-0.23359640157279438,2.470700331361965,16.5
1.58446230164522,-0.47665353648553344,-0.27259856706992697,-0.26515405343693593,-0.5255449853061259,0.6160904216783999,1.286012973157983,-0.2413621049618535,-0.5775189657039035,-1.4357461279628434,-0.2257884408614534,0.640235413933063,18.9
1.58446230164522,-0.47665353648553344,-0.27259856706992697,-0.26515405343693593,0.12258400912482974,0.9147992254543502,1.222367016751013,-0.2413621049618535,-0.5775189657039035,-1.4357461279628434,0.4388536673717059,1.11818221622354,15.0
1.58446230164522,-0.47665353648553344,-0.27259856706992697,-0.26515405343693593,-0.5168569290805086,0.5094087060441319,1.1901112050632776,-0.2413621049618535,-0.5775189657039035,-1.4357461279628434,1.0912766496243123,0.0938066817621591,18.9
1.58446230164522,-0.47665353648553344,-0.27259856706992697,-0.26515405343693593,-0.7253702784952933,-1.051700399403991,0.9610748399459689,-0.2413621049618535,-0.5775189657039035,-1.4357461279628434,0.18450121533960054,0.4419231586543277,21.7
-0.6001165811043874,-0.4372580131280699,-0.27259856706992697,-0.14421743255530314,-0.6211136037879017,-0.24091936058355387,0.7007009798897016,-0.5293312651468145,-0.6012760972551554,1.4307047212551967,1.0912766496243123,-0.6209734613647933,20.4
-0.6001165811043874,-0.4372580131280699,-0.27259856706992697,-0.14421743255530314,-0.36568475075479023,0.5663056210490747,0.6036161083406081,-0.5293312651468145,-0.6012760972551554,1.4307047212551967,-0.7764035067687508,-0.3356320868630158,18.2
-0.6001165811043874,-0.4372580131280699,-0.27259856706992697,-0.14421743255530314,-0.8209388969770707,-0.42939039153742736,0.6185216558691451,-0.5293312651468145,-0.6012760972551554,1.4307047212551967,0.8850931838367647,-0.5910126170421065,19.9
-0.6001165811043874,-0.4372580131280699,-0.27259856706992697,-0.14421743255530314,-0.645440161219627,-1.396637946621458,0.6185216558691451,-0.5293312651468145,-0.6012760972551554,1.4307047212551967,-0.2120448027310083,-0.8606602159462862,23.1
-0.6001165811043874,-0.4372580131280699,-0.27259856706992697,-0.14421743255530314,-0.5498715427378497,0.4667360197904245,0.5180356431480737,-0.5293312651468145,-0.6012760972551554,1.4307047212551967,-0.2218720594789222,0.2935456439134033,17.5
-0.6001165811043874,-0.4372580131280699,-0.27259856706992697,-0.14421743255530314,-1.3726304673036895,-1.1370457719114055,0.30542094276223175,-0.5293312651468145,-0.6012760972551554,1.4307047212551967,-1.4800680266877022,-0.13161300409424503,20.2
-0.6001165811043874,-0.4372580131280699,-0.27259856706992697,-0.14421743255530314,-1.0068633002052523,0.032897042877734275,0.30542094276223175,-0.5293312651468145,-0.6012760972551554,1.4307047212551967,0.23886313217468264,-0.19010798586710942,18.2
-0.6001165811043874,-0.4372580131280699,-0.27259856706992697,-0.14421743255530314,-1.2796682656895955,1.0499293985910896,0.306110499498342,-0.5293312651468145,-0.6012760972551554,1.4307047212551967,-0.9919069040376337,1.1995045079565465,13.6
-0.6001165811043874,-0.4372580131280699,-0.27259856706992697,-0.14421743255530314,-0.5933118238659304,0.7334403088760947,0.40839110178332105,-0.5293312651468145,-0.6012760972551554,1.4307047212551967,0.44018070096845535,0.17370226662265684,19.6
-0.6001165811043874,-0.4372580131280699,-0.27259856706992697,-0.14421743255530314,-0.2857546334791224,0.8223417385713181,0.391944562748108,-0.5293312651468145,-0.6012760972551554,1.4307047212551967,1.0912766496243123,0.8713619272795023,15.2
-0.6001165811043874,-0.4372580131280699,-0.27259856706992697,-0.14421743255530314,-0.8574287331246577,1.1174944851594597,0.44625555571035574,-0.5293312651468145,-0.6012760972551554,1.4307047212551967,0.7214241772524116,1.0368599244905332,14.5
-0.6001165811043874,-0.4372580131280699,-0.27259856706992697,-0.14421743255530314,-0.6645538849159809,0.9076871110787322,0.5779780664528712,-0.5293312651468145,-0.6012760972551554,1.4307047212551967,0.6906488462903111,0.526098864132352,15.6
-0.6001165811043874,-0.4372580131280699,-0.27259856706992697,-0.14421743255530314,-1.2292775395810227,0.6089783073027819,0.6006339337337793,-0.5293312651468145,-0.6012760972551554,1.4307047212551967,-1.4800680266877022,0.5560597084550387,13.9
-0.6001165811043874,-0.4372580131280699,-0.27259856706992697,-0.14421743255530314,-0.8574287331246577,0.7725569379419928,0.6909046919084905,-0.5293312651468145,-0.6012760972551554,1.4307047212551967,-0.9741453282279,0.31351954012852784,16.6
-0.6001165811043874,-0.4372580131280699,-0.27259856706992697,-0.14421743255530314,-0.4508277017658279,0.7192160801248587,0.6001431598084704,-0.5293312651468145,-0.6012760972551554,1.4307047212551967,-1.4800680266877022,0.665916137638223,14.8
-0.6001165811043874,-0.4372580131280699,-0.27259856706992697,-0.14421743255530314,0.32762213604936846,0.9183552826421595,0.6006748244996165,-0.5293312651468145,-0.6012760972551554,1.4307047212551967,-0.10149389093347103,0.026751458754241574,18.4
-0.6001165811043874,-0.4372580131280699,-0.27259856706992697,-0.14421743255530314,0.6386545489264226,0.6658752223077247,0.509863500326986,-0.5293312651468145,-0.6012760972551554,1.4307047212551967,-0.7619456942802595,-0.09023850479148719,21.0
-0.6001165811043874,-0.4372580131280699,-0.27259856706992697,-0.14421743255530314,-1.0311898576369776,0.9076871110787322,0.507260231304264,-0.5293312651468145,-0.6012760972551554,1.4307047212551967,-1.4800680266877022,1.4249241938129509,12.7
-0.6001165811043874,-0.4372580131280699,-0.27259856706992697,-0.14421743255530314,-0.4073874206377472,1.1174944851594597,0.4818703255347082,-0.5293312651468145,-0.6012760972551554,1.4307047212551967,-0.9827769502456778,0.06099242369445464,14.5
-0.6001165811043874,-0.4372580131280699,-0.27259856706992697,-0.14421743255530314,-0.619375992542778,0.47740419135385126,0.3980504117248029,-0.5293312651468145,-0.6012760972551554,1.4307047212551967,-1.4800680266877022,2.153971405664992,13.2
-0.6001165811043874,-0.4372580131280699,-0.27259856706992697,-0.14421743255530314,-1.052041192578457,0.9396916257690129,0.300832901736031,-0.5293312651468145,-0.6012760972551554,1.4307047212551967,-1.4800680266877022,0.8185737729966739,13.1
-0.6001165811043874,-0.4372580131280699,-0.27259856706992697,-0.14421743255530314,-0.36568475075479023,1.0072567123373828,0.28724003627686356,-0.5293312651468145,-0.6012760972551554,1.4307047212551967,-1.4800680266877022,1.102488440625942,13.5
-0.6001165811043874,-0.7553403869031458,-0.27259856706992697,-0.4811123050112801,-0.648915383709873,-0.01333170056378179,0.07523139276782162,-0.2413621049618535,-0.7675760181139194,0.20237753202850473,1.0912766496243123,-0.4183810854685313,18.9
-0.6001165811043874,-0.7553403869031458,-0.27259856706992697,-0.4811123050112801,-0.8087756182612073,-0.2551435893347896,0.08515738307150386,-0.2413621049618535,-0.7675760181139194,0.20237753202850473,-0.9341227757587857,-0.1715607965244938,20.0
-0.6001165811043874,-0.7553403869031458,-0.27259856706992697,-0.4811123050112801,-0.7931371170550994,-0.9627989697087678,0.3718795397207349,-0.2413621049618535,-0.7675760181139194,0.20237753202850473,1.0912766496243123,-0.54821141086684,21.0
-0.6001165811043874,-0.7553403869031458,-0.27259856706992697,-0.4811123050112801,-0.5915742126208067,-1.3646334319311773,0.3302569213039058,-0.2413621049618535,-0.7675760181139194,0.20237753202850473,0.5624868416477139,-0.3541792762056312,24.7
1.685160164210962,-1.1945275176659798,-0.27259856706992697,-1.0944337394824173,0.5013832605616882,-1.6633422357071281,0.94501516774492,-0.9095511891513748,-0.9279366560848703,-0.28209413117783877,0.886651762879125,-1.1830959691332945,30.8
1.685160164210962,-1.1945275176659798,-0.27259856706992697,-1.0944337394824173,1.2468184847195436,-1.8767056669756643,0.94501516774492,-0.9095511891513748,-0.9279366560848703,-0.28209413117783877,0.8850931838367647,-1.516945377300374,34.9
-0.6001165811043874,-0.6167265084231814,-0.27259856706992697,-0.9216671382229419,0.8054652284582487,-2.3354370442030166,1.0451193442648246,-0.9095511891513748,-1.0407830309533173,-0.47312763803221725,-0.34866093810719234,-1.1089072117628325,26.6
-0.6001165811043874,-0.6167265084231814,-0.27259856706992697,-0.9216671382229419,-0.23883912986079714,-2.203862928254086,1.0451193442648246,-0.9095511891513748,-1.0407830309533173,-0.47312763803221725,-0.5251725399548992,-0.9705166451294706,25.3
-0.6001165811043874,-0.6167265084231814,-0.27259856706992697,-0.9216671382229419,-0.16585945756562134,-2.2074189854418953,1.0451193442648246,-0.9095511891513748,-1.0407830309533173,-0.47312763803221725,0.7096607261419253,-0.7379634249105219,24.7
-0.6001165811043874,-0.6167265084231814,-0.27259856706992697,-0.9216671382229419,-0.412600254373117,-1.0161398275259017,1.0451193442648246,-0.9095511891513748,-1.0407830309533173,-0.47312763803221725,0.05576174520295267,-0.43692827481114666,21.2
-0.6001165811043874,-0.6167265084231814,-0.27259856706992697,-0.9216671382229419,-1.0850558062357964,-1.2366153731700558,0.8440470078588396,-0.9095511891513748,-1.0407830309533173,-0.47312763803221725,1.0912766496243123,-0.34276562122556015,19.3
-0.6001165811043874,-0.6167265084231814,-0.27259856706992697,-0.9216671382229419,-0.9043442367429845,-1.2543956591091006,0.8440470078588396,-0.9095511891513748,-1.0407830309533173,-0.47312763803221725,1.0912766496243123,0.21935688654294125,20.0
-0.6001165811043874,-0.6167265084231814,-0.27259856706992697,-0.9216671382229419,-0.48036709293292146,0.601866192927164,1.0355681428073338,-0.9095511891513748,-1.0407830309533173,-0.47312763803221725,0.4682086362910274,0.8827755822595738,16.6
-0.6001165811043874,-0.6167265084231814,-0.27259856706992697,-0.9216671382229419,-1.3726304673036895,0.9503597973324396,1.0894635666772925,-0.9095511891513748,-1.0407830309533173,-0.47312763803221725,1.0912766496243123,2.5962505361427466,14.4
-0.6001165811043874,-0.6167265084231814,-0.27259856706992697,-0.9216671382229419,-1.2240647058456529,-0.23380724620793591,1.1517641721756626,-0.9095511891513748,-1.0407830309533173,-0.47312763803221725,1.0912766496243123,0.511831795407263,19.4
1.6514215740615572,-0.8020313775490284,-0.27259856706992697,-0.9994121087897058,-0.5967870463561764,-0.8134445678207923,1.341220154616656,-0.5293312651468145,-0.9813902020751873,-0.9292348283682977,0.87575860559188,0.11948740546731902,19.7
1.6514215740615572,-0.8020313775490284,-0.27259856706992697,-0.9994121087897058,-0.33267013709744914,-0.19824667432984655,1.341220154616656,-0.5293312651468145,-0.9813902020751873,-0.9292348283682977,0.6386645634852665,-0.4540487572812535,20.5
1.6514215740615572,-0.8020313775490284,-0.27259856706992697,-0.9994121087897058,0.35542391597133977,-1.6882346360217906,1.341220154616656,-0.5293312651468145,-0.9813902020751873,-0.9292348283682977,1.0912766496243123,-1.0461321093724414,25.0
1.6514215740615572,-0.8020313775490284,-0.27259856706992697,-0.9994121087897058,-0.5359706527768641,-1.6775664644583639,1.341220154616656,-0.5293312651468145,-0.9813902020751873,-0.9292348283682977,1.0912766496243123,-0.5967194445321422,23.4
1.685160164210962,-1.041322704609177,-0.27259856706992697,-1.249923680615945,-0.7271078897404171,-0.7458794812524225,1.458419167691335,-0.9095511891513748,0.3608877305705503,1.5103011017198518,1.0912766496243123,0.31209283325601894,18.9
1.685160164210962,-1.4469506858452827,-0.27259856706992697,-1.310391991056761,1.637781014872264,-1.659786178519319,1.7315482589171693,-0.2413621049618535,-1.0823580111680082,-0.47312763803221725,0.9337855370172714,-1.1131873323803592,35.4
1.685160164210962,-1.516987171814107,-0.27259856706992697,-1.249923680615945,0.13300967659556936,-1.1690502866016859,1.8157122232878105,-1.4489334559333238,-0.5656403999282774,-0.7339312807780122,1.0912766496243123,-0.9762234726195061,24.7
1.685160164210962,-1.4323597512684445,-0.27259856706992697,-1.2412853505529713,0.8853953457339166,-0.998359541586857,1.663595197422776,-0.2413621049618535,-0.9041795245336184,-1.4620346614303186,0.4897698625945784,-1.2358841234161235,31.6
1.667759409600398,-0.876445143890904,-0.27259856706992697,-0.878475487908073,-0.2805417997437541,-1.4001940038092666,1.5637233856564554,0.33288375546275856,-0.7378796036748544,0.5068633543583176,0.20609250045892497,-0.8207124235160373,23.3
1.667759409600398,-0.876445143890904,-0.27259856706992697,-0.878475487908073,-0.6593410511806127,-0.7601037100036583,1.3694038506225605,0.33288375546275856,-0.7378796036748544,0.5068633543583176,1.0912766496243123,-0.48400960160393997,19.6
1.667759409600398,-0.876445143890904,-0.27259856706992697,-0.878475487908073,-0.9825367427735286,-0.0844528443199605,1.4373287987615289,0.33288375546275856,-0.7378796036748544,0.5068633543583176,0.8066646932202901,0.07668619929205256,18.7
1.667759409600398,-0.876445143890904,-0.27259856706992697,-0.878475487908073,-0.5915742126208067,0.8827947107640701,1.3421427710183271,0.33288375546275856,-0.7378796036748544,0.5068633543583176,-0.9025073225906984,0.2607313858456989,16.0
1.667759409600398,-0.876445143890904,-0.27259856706992697,-0.878475487908073,0.259855297489564,-0.027555929315017734,1.437351349302153,0.33288375546275856,-0.7378796036748544,0.5068633543583176,1.0912766496243123,-0.8392596128586528,22.2
1.667759409600398,-0.876445143890904,-0.27259856706992697,-0.878475487908073,0.7915643384972632,-0.895233883140398,1.5971510176200236,0.33288375546275856,-0.7378796036748544,0.5068633543583176,0.8788669160220772,-0.4440618091736912,25.0
1.6313163468844896,-1.4236051905223417,-0.27259856706992697,-1.1972298672318047,1.3858273843294,-0.32270867590315927,1.821536276294996,-0.9095511891513748,-1.1417508400461382,-0.12926903680276486,0.5361877665679268,-0.6509343056874797,33.0
1.685160164210962,-1.1332455924432587,-0.27259856706992697,-1.3535836413716298,-0.028588169200888622,-1.8055845232194856,1.290917229438036,-0.5293312651468145,-0.42309761062076545,-1.1717524612517392,1.0912766496243123,-1.1331612285954835,23.5
1.685160164210962,-1.1332455924432587,-0.27259856706992697,-1.3535836413716298,-0.9026066254978607,-1.332628917240897,1.290917229438036,-0.5293312651468145,-0.42309761062076545,-1.1717524612517392,1.0912766496243123,-0.33848550060803356,19.4
1.58446230164522,-0.7392903588686235,-0.27259856706992697,-1.2585620106789188,-0.7444840021916488,-1.6775664644583639,1.2619645996831932,-0.5293312651468145,-0.3755833475182615,0.032108583959583645,0.9784407365067791,-0.6438007713249354,22.0
1.58446230164522,-0.7392903588686235,-0.27259856706992697,-1.2585620106789188,-1.2379655958066385,-1.129933657535788,1.2619645996831932,-0.5293312651468145,-0.3755833475182615,0.032108583959583645,1.0912766496243123,0.06812595805699917,17.4
